순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,422662000000000.0,2025-07-31,19.4,28.65,36.26,-14.9,-2.38
2,000660,SK하이닉스,199109000000000.0,2025-07-31,-6.34,54.08,37.3,40.54,-1.65
3,373220,LG에너지솔루션,89505000000000.0,2025-07-31,28.79,17.87,8.66,18.06,-7.97
4,207940,삼성바이오로직스,75942700000000.0,2025-07-31,7.56,1.43,-1.3,13.75,-6.19
5,012450,한화에어로스페이스,51357100000000.0,2025-07-31,17.45,26.91,152.87,239.5,-11.24
6,005380,현대차,43613400000000.0,2025-07-31,4.67,11.75,3.4,-14.46,3.29
7,329180,HD현대중공업,43543200000000.0,2025-07-31,14.47,22.01,57.72,132.46,6.01
8,105560,KB금융,42304100000000.0,2025-07-31,0.0,22.95,20.94,26.17,-2.43
9,034020,두산에너빌리티,42020800000000.0,2025-07-31,-4.09,126.6,174.48,248.38,-5.95
10,068270,셀트리온,41311600000000.0,2025-07-31,12.09,15.15,3.36,-4.91,-6.32
11,000270,기아,40681900000000.0,2025-07-31,5.57,13.16,0.29,-8.74,3.42
12,035420,NAVER,37232700000000.0,2025-07-31,-10.48,17.21,8.55,35.06,-8.72
13,042660,한화오션,34410200000000.0,2025-07-31,41.44,43.06,96.33,267.59,-0.27
14,055550,신한지주,33013700000000.0,2025-07-31,10.75,32.3,33.07,13.71,-3.97
15,028260,삼성물산,28641000000000.0,2025-07-31,4.4,37.66,40.53,8.5,-0.42
16,012330,현대모비스,27033700000000.0,2025-07-31,2.61,10.09,11.76,33.56,8.15
17,035720,카카오,25636800000000.0,2025-07-31,-3.33,51.63,51.24,47.96,7.76
18,009540,HD한국조선해양,25407500000000.0,2025-07-31,-1.91,31.99,54.74,73.43,13.23
19,032830,삼성생명,25180000000000.0,2025-07-31,-1.18,46.06,41.3,30.47,13.66
20,005490,POSCO홀딩스,24967800000000.0,2025-07-31,18.2,18.43,18.43,-12.23,-7.46
