순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,332684000000000.0,2025-05-30,1.26,3.12,3.69,-23.54,6.41
2,000660,SK하이닉스,148876000000000.0,2025-05-30,15.21,7.52,27.89,4.5,42.79
3,207940,삼성바이오로직스,73451600000000.0,2025-05-30,-1.9,-7.53,5.85,40.98,-3.88
4,373220,LG에너지솔루션,66924000000000.0,2025-05-30,-11.86,-18.75,-25.03,-12.8,3.85
5,105560,KB금융,41045000000000.0,2025-05-30,15.63,33.21,8.42,32.53,6.33
6,012450,한화에어로스페이스,38357200000000.0,2025-05-30,3.34,38.65,163.55,290.27,4.56
7,005380,현대차,37941600000000.0,2025-05-30,-2.78,-3.99,-15.19,-27.9,9.82
8,329180,HD현대중공업,35997500000000.0,2025-05-30,0.87,36.99,84.32,206.96,5.67
9,068270,셀트리온,35810600000000.0,2025-05-30,-0.19,-12.5,-9.86,-4.92,2.92
10,000270,기아,35551900000000.0,2025-05-30,-1.11,-4.08,-3.77,-24.04,8.39
11,035420,NAVER,29706900000000.0,2025-05-30,-6.48,-9.42,-9.2,10.04,40.0
12,055550,신한지주,28808400000000.0,2025-05-30,13.04,26.72,9.62,26.3,5.68
13,034020,두산에너빌리티,25846600000000.0,2025-05-30,39.38,58.86,90.78,95.87,69.52
14,028260,삼성물산,25462500000000.0,2025-05-30,22.39,23.29,25.88,9.9,7.74
15,042660,한화오션,23900200000000.0,2025-05-30,-0.64,4.98,122.86,161.31,1.79
16,012330,현대모비스,23527800000000.0,2025-05-30,-5.42,3.05,5.64,17.67,13.44
17,009540,HD한국조선해양,22399700000000.0,2025-05-30,16.36,47.9,54.77,141.97,15.64
18,011200,HMM,21833300000000.0,2025-05-30,16.65,8.73,18.6,17.16,5.63
19,086790,하나금융지주,20882400000000.0,2025-05-30,12.71,22.18,16.51,19.38,18.71
20,005490,POSCO홀딩스,20233200000000.0,2025-05-30,-4.03,-8.26,-11.5,-32.34,4.4
21,138040,메리츠금융지주,20107600000000.0,2025-05-30,-9.99,-7.53,9.51,46.78,0.72
22,032830,삼성생명,19780000000000.0,2025-05-30,14.73,13.94,-7.66,16.08,28.82
23,015760,한국전력,19483600000000.0,2025-05-30,18.32,42.15,26.99,59.15,29.49
24,035720,카카오,18861100000000.0,2025-05-30,11.63,-1.04,6.48,-2.18,40.52
25,000810,삼성화재,18611500000000.0,2025-05-30,8.01,5.75,3.06,18.45,7.29
