순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,489522000000000.0,2021-01-29,4.73,41.14,38.98,38.75,0.61
2,000660,SK하이닉스,89180300000000.0,2021-01-29,5.6,49.94,47.24,25.13,15.51
3,051910,LG화학,64733200000000.0,2021-01-29,12.79,40.86,74.0,173.73,-9.38
4,035420,NAVER,56342300000000.0,2021-01-29,21.2,14.91,17.47,90.56,9.33
5,207940,삼성바이오로직스,52468800000000.0,2021-01-29,-3.53,13.77,7.02,61.51,-5.42
6,006400,삼성SDI,50473200000000.0,2021-01-29,22.13,70.1,90.4,155.75,-8.17
7,005380,현대차,48930000000000.0,2021-01-29,20.21,34.71,83.2,74.81,3.49
8,068270,셀트리온,43739300000000.0,2021-01-29,-10.12,30.41,9.43,92.95,-8.18
9,035720,카카오,39055400000000.0,2021-01-29,14.7,28.57,33.03,169.73,10.66
10,000270,기아차,33442500000000.0,2021-01-29,32.42,55.66,108.07,93.89,-3.76
11,012330,현대모비스,30179900000000.0,2021-01-29,26.49,33.4,49.76,32.57,-4.57
12,096770,SK이노베이션,25890400000000.0,2021-01-29,53.01,116.22,113.74,124.0,-6.96
13,066570,LG전자,25038100000000.0,2021-01-29,16.35,75.46,112.5,127.68,-4.25
14,051900,LG생활건강,24317500000000.0,2021-01-29,-3.83,3.32,12.01,20.14,-2.83
15,028260,삼성물산,24295300000000.0,2021-01-29,-4.76,17.12,17.65,14.54,-6.54
16,034730,SK,21882100000000.0,2021-01-29,32.06,65.43,39.15,32.62,-15.59
17,005490,POSCO,21404400000000.0,2021-01-29,-9.07,15.8,21.84,8.39,14.66
18,036570,엔씨소프트,20922200000000.0,2021-01-29,4.38,17.22,17.36,46.84,-1.78
19,017670,SK텔레콤,19702000000000.0,2021-01-29,2.74,9.66,12.7,4.95,1.43
20,003550,LG,17100400000000.0,2021-01-29,15.23,40.97,33.56,37.83,-5.25
21,105560,KB금융,16757100000000.0,2021-01-29,-7.14,-1.71,11.33,-8.93,8.68
22,055550,신한지주,15833800000000.0,2021-01-29,-4.22,-2.54,-1.29,-22.99,7.5
23,009150,삼성전기,15237500000000.0,2021-01-29,15.25,47.83,41.18,53.96,-7.11
24,018260,삼성에스디에스,15127400000000.0,2021-01-29,10.14,14.33,13.99,-1.26,-0.51
25,015760,한국전력,14668900000000.0,2021-01-29,-13.45,12.56,18.09,-11.95,-0.66
26,032830,삼성생명,14120000000000.0,2021-01-29,-10.75,10.49,44.52,1.29,6.23
27,090430,아모레퍼시픽,13036200000000.0,2021-01-29,7.99,35.15,36.39,10.12,5.16
28,326030,SK바이오팜,11355400000000.0,2021-01-29,-13.69,-6.75,-22.25,,-18.62
29,251270,넷마블,11293000000000.0,2021-01-29,4.37,6.48,0.77,44.35,-6.08
30,033780,KT&G,11010900000000.0,2021-01-29,-3.72,-2.43,-1.23,-15.67,-2.37
31,086790,하나금융지주,9802900000000.0,2021-01-29,-4.25,6.01,9.93,-2.39,13.48
32,011170,롯데케미칼,8945880000000.0,2021-01-29,-1.32,9.2,52.19,32.49,21.84
33,018880,한온시스템,8914460000000.0,2021-01-29,4.7,42.13,75.62,52.52,-7.49
34,003670,포스코케미칼,8202920000000.0,2021-01-29,28.09,90.55,99.02,139.23,17.47
35,009830,한화솔루션,7961250000000.0,2021-01-29,8.16,12.54,99.91,187.83,-9.54
36,000810,삼성화재,7958970000000.0,2021-01-29,-10.64,-9.43,-5.88,-21.5,2.98
37,034220,LG디스플레이,7782490000000.0,2021-01-29,16.93,50.52,73.3,46.96,3.91
38,010950,S-Oil,7678150000000.0,2021-01-29,0.29,22.66,10.53,-11.66,24.63
39,010130,고려아연,7661220000000.0,2021-01-29,0.74,6.42,-6.24,2.4,-0.62
40,011780,금호석유,7540750000000.0,2021-01-29,73.68,85.39,194.29,240.91,-14.75
41,352820,빅히트,7285060000000.0,2021-01-29,29.02,30.25,,,0.98
42,086280,현대글로비스,7125000000000.0,2021-01-29,6.15,7.04,68.89,25.83,1.58
43,009540,한국조선해양,6652670000000.0,2021-01-29,-12.15,17.79,3.52,-20.68,19.15
44,097950,CJ제일제당,6413080000000.0,2021-01-29,11.23,15.45,16.39,79.37,-4.58
45,316140,우리금융지주,6355960000000.0,2021-01-29,-9.18,-2.33,1.5,-15.38,8.86
46,030200,KT,6253630000000.0,2021-01-29,-1.03,5.97,0.42,-6.45,8.56
47,006800,미래에셋대우,6130510000000.0,2021-01-29,2.26,11.36,25.65,32.3,-1.68
48,024110,기업은행,5783740000000.0,2021-01-29,-11.82,-5.89,-5.21,-27.5,6.39
49,008930,한미사이언스,5424750000000.0,2021-01-29,8.77,47.79,96.35,140.97,-19.97
50,032640,LG유플러스,5217510000000.0,2021-01-29,2.14,5.29,1.7,-11.81,-1.26
51,004020,현대제철,5177700000000.0,2021-01-29,-1.77,31.53,51.27,36.38,2.96
52,021240,코웨이,5143830000000.0,2021-01-29,-2.65,-0.71,-10.41,-21.24,-7.17
53,161390,한국타이어앤테크놀로지,5097460000000.0,2021-01-29,4.18,24.7,60.43,40.68,15.8
54,035250,강원랜드,5038300000000.0,2021-01-29,0.43,8.03,2.17,-13.74,2.76
55,003490,대한항공,4999820000000.0,2021-01-29,37.6,82.34,111.51,85.59,-1.92
56,006280,녹십자,4949250000000.0,2021-01-29,9.15,45.28,84.13,222.05,-10.63
57,285130,SK케미칼,4943130000000.0,2021-01-29,4.86,15.98,56.8,571.46,-10.45
58,002790,아모레G,4856790000000.0,2021-01-29,7.48,29.59,9.28,-23.9,9.85
59,271560,오리온,4744340000000.0,2021-01-29,-2.04,3.45,-10.45,13.74,7.08
60,011070,LG이노텍,4733420000000.0,2021-01-29,8.99,26.58,23.46,26.58,-0.5
61,128940,한미약품,4625980000000.0,2021-01-29,9.9,44.48,48.04,35.45,-10.44
62,000100,유한양행,4597220000000.0,2021-01-29,-11.1,12.19,21.73,52.57,-5.63
63,011790,SKC,4582060000000.0,2021-01-29,29.55,62.85,71.88,131.36,-2.89
64,139480,이마트,4571630000000.0,2021-01-29,8.97,14.29,41.99,44.49,3.05
65,071050,한국금융지주,4530520000000.0,2021-01-29,2.78,13.87,63.09,18.0,7.38
66,000720,현대건설,4482070000000.0,2021-01-29,11.03,32.84,18.73,1.51,-1.12
67,011200,HMM,4475860000000.0,2021-01-29,-0.73,43.84,148.63,290.0,39.19
68,034020,두산중공업,4401990000000.0,2021-01-29,-9.96,-16.96,17.89,114.95,-9.79
69,019170,신풍제약,4291780000000.0,2021-01-29,-32.78,-37.69,8.0,1036.04,3.46
70,180640,한진칼,4042010000000.0,2021-01-29,0.33,-20.68,-28.82,52.5,-0.66
71,088980,맥쿼리인프라,4001070000000.0,2021-01-29,-0.93,-3.16,-4.86,-7.73,3.73
72,010140,삼성중공업,3912300000000.0,2021-01-29,-10.91,22.95,9.33,-9.48,5.65
73,000120,CJ대한통운,3832470000000.0,2021-01-29,2.44,5.66,8.39,20.86,-2.38
74,267250,현대중공업지주,3712670000000.0,2021-01-29,-19.1,7.55,-0.21,-18.54,15.11
75,336260,두산퓨얼셀,3648000000000.0,2021-01-29,5.49,29.23,22.08,600.81,-10.23
76,039490,키움증권,3615770000000.0,2021-01-29,13.71,33.65,45.51,93.95,-8.51
77,029780,삼성카드,3441010000000.0,2021-01-29,-10.27,-1.33,3.48,-18.74,10.94
78,004990,롯데지주,3404300000000.0,2021-01-29,-5.39,12.28,4.85,-13.0,3.54
79,016360,삼성증권,3371080000000.0,2021-01-29,-7.25,13.02,29.06,3.85,-3.18
80,078930,GS,3368180000000.0,2021-01-29,-2.82,7.25,3.28,-22.13,7.59
81,020150,일진머티리얼즈,3292310000000.0,2021-01-29,41.39,66.63,44.39,40.0,-2.1
82,003410,쌍용양회,3254930000000.0,2021-01-29,-4.3,5.3,18.77,17.48,2.94
83,204320,만도,3249430000000.0,2021-01-29,17.49,87.53,189.54,90.63,-9.68
84,008770,호텔신라,3175170000000.0,2021-01-29,-0.37,7.58,15.41,-9.61,0.87
85,005940,NH투자증권,3109570000000.0,2021-01-29,-0.9,12.07,26.29,-2.64,-1.81
86,006360,GS건설,3081940000000.0,2021-01-29,6.71,39.74,43.15,30.43,-4.72
87,026960,동서,3075750000000.0,2021-01-29,-6.09,4.93,48.67,89.85,30.63
88,012750,에스원,3070330000000.0,2021-01-29,-4.94,-1.94,-12.55,-12.93,2.72
89,241560,두산밥캣,3042560000000.0,2021-01-29,3.06,7.05,8.2,-2.1,6.59
90,047810,한국항공우주,3026600000000.0,2021-01-29,23.21,40.18,24.7,-0.96,6.6
91,012510,더존비즈온,3009990000000.0,2021-01-29,-3.48,-2.06,-4.86,11.5,10.11
92,023530,롯데쇼핑,2984460000000.0,2021-01-29,4.98,23.97,35.08,-12.45,12.32
93,282330,BGF리테일,2938260000000.0,2021-01-29,27.34,38.78,36.55,1.19,-6.47
94,036460,한국가스공사,2861700000000.0,2021-01-29,2.14,9.35,22.05,-6.63,2.74
95,112610,씨에스윈드,2765710000000.0,2021-01-29,-4.76,59.91,141.35,355.95,-9.55
96,001040,CJ,2745560000000.0,2021-01-29,3.29,21.58,15.04,11.1,-1.49
97,000990,DB하이텍,2730510000000.0,2021-01-29,25.13,84.13,83.86,109.54,-8.29
98,003090,대웅,2718140000000.0,2021-01-29,-8.15,89.27,73.15,291.21,-21.82
99,007070,GS리테일,2671900000000.0,2021-01-29,1.02,5.47,-0.57,-14.32,4.32
100,042660,대우조선해양,2623260000000.0,2021-01-29,-9.28,12.41,4.71,-4.31,4.09
101,005830,DB손해보험,2605440000000.0,2021-01-29,-15.69,-18.58,-20.86,-14.81,12.5
102,081660,휠라홀딩스,2594120000000.0,2021-01-29,-1.16,7.02,24.31,-3.28,-6.32
103,307950,현대오토에버,2572500000000.0,2021-01-29,5.15,81.48,211.31,160.08,6.12
104,011210,현대위아,2469310000000.0,2021-01-29,89.96,105.2,139.89,85.5,-15.09
105,047040,대우건설,2452170000000.0,2021-01-29,26.61,97.32,61.87,31.99,-0.51
106,028670,팬오션,2432290000000.0,2021-01-29,-6.76,23.31,28.53,12.62,25.71
107,028050,삼성엔지니어링,2420600000000.0,2021-01-29,-4.63,18.75,2.92,-31.2,4.45
108,000880,한화,2409920000000.0,2021-01-29,15.44,28.09,24.85,42.26,-8.71
109,008560,메리츠증권,2382770000000.0,2021-01-29,-4.08,3.98,13.16,1.0,6.67
110,010060,OCI,2346780000000.0,2021-01-29,7.19,48.64,78.26,66.78,27.03
111,088350,한화생명,2318980000000.0,2021-01-29,11.25,70.61,78.0,24.48,20.04
112,004170,신세계,2298850000000.0,2021-01-29,-0.43,10.93,11.99,-16.16,14.35
113,000080,하이트진로,2237260000000.0,2021-01-29,-0.31,-5.76,-25.03,0.16,7.37
114,009240,한샘,2231020000000.0,2021-01-29,-8.85,-5.2,-7.06,30.4,4.96
115,030000,제일기획,2220300000000.0,2021-01-29,-5.62,-7.21,-3.5,-12.07,0.78
116,014680,한솔케미칼,2179970000000.0,2021-01-29,4.32,32.65,27.39,69.3,26.42
117,375500,DL이앤씨,2158500000000.0,2021-01-29,,,,,-0.45
118,064350,현대로템,2100990000000.0,2021-01-29,14.58,27.48,9.69,28.76,1.82
119,185750,종근당,2096690000000.0,2021-01-29,-15.24,20.99,41.97,104.22,-6.81
120,006260,LS,2073680000000.0,2021-01-29,-10.8,19.93,51.35,55.74,8.54
