순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,328540000000000.0,2025-04-30,-7.81,3.35,-6.09,-28.39,1.26
2,000660,SK하이닉스,129220000000000.0,2025-04-30,-10.94,-19.68,-8.97,1.89,15.21
3,373220,LG에너지솔루션,75933000000000.0,2025-04-30,-8.85,-8.2,-21.14,-16.58,-11.86
4,207940,삼성바이오로직스,74875000000000.0,2025-04-30,0.29,-3.22,2.04,34.7,-1.9
5,005380,현대차,39914700000000.0,2025-04-30,-7.02,-7.02,-13.56,-24.06,-2.78
6,012450,한화에어로스페이스,36328200000000.0,2025-04-30,26.51,93.68,112.25,264.27,3.34
7,068270,셀트리온,35968300000000.0,2025-04-30,-8.92,-10.49,-10.02,-10.64,-0.19
8,000270,기아,35949600000000.0,2025-04-30,-5.14,-11.11,-3.93,-23.39,-1.11
9,329180,HD현대중공업,35686800000000.0,2025-04-30,43.57,33.33,114.51,191.94,0.87
10,105560,KB금융,35496300000000.0,2025-04-30,14.61,1.46,-3.94,19.31,15.63
11,035420,NAVER,31766600000000.0,2025-04-30,2.98,-1.72,14.97,8.73,-6.48
12,055550,신한지주,25877100000000.0,2025-04-30,7.53,2.8,-5.69,10.18,13.04
13,012330,현대모비스,24876200000000.0,2025-04-30,0.0,1.52,7.65,17.07,-5.42
14,042660,한화오션,24053500000000.0,2025-04-30,17.16,38.45,184.94,144.93,-0.64
15,138040,메리츠금융지주,22339800000000.0,2025-04-30,0.89,13.54,21.07,56.3,-9.99
16,005490,POSCO홀딩스,21083000000000.0,2025-04-30,-10.79,-0.38,-23.38,-35.68,-4.03
17,028260,삼성물산,20805100000000.0,2025-04-30,2.09,6.43,-5.77,-18.45,22.39
18,009540,HD한국조선해양,19250300000000.0,2025-04-30,35.32,19.04,45.61,106.84,16.36
19,034020,두산에너빌리티,18544200000000.0,2025-04-30,18.89,17.21,35.28,72.32,39.38
20,086790,하나금융지주,18527000000000.0,2025-04-30,5.22,8.95,3.04,9.88,12.71
21,259960,크래프톤,17801600000000.0,2025-04-30,3.48,8.31,7.99,55.11,-0.67
22,000810,삼성화재,17741900000000.0,2025-04-30,4.9,9.66,8.08,20.81,8.01
23,032830,삼성생명,17240000000000.0,2025-04-30,1.06,6.16,-15.32,-1.49,14.73
24,035720,카카오,16978100000000.0,2025-04-30,-7.05,6.99,2.41,-21.3,11.63
25,010130,고려아연,16521200000000.0,2025-04-30,4.18,-5.56,-26.18,72.17,-8.4
26,015760,한국전력,16466400000000.0,2025-04-30,16.06,22.14,11.76,21.28,18.32
27,011200,HMM,16087800000000.0,2025-04-30,-7.17,-2.04,5.73,15.21,16.65
28,051910,LG화학,15247900000000.0,2025-04-30,-16.6,-9.81,-32.61,-46.34,-8.66
29,096770,SK이노베이션,14257700000000.0,2025-04-30,-21.98,-25.73,-20.54,-15.03,-5.19
30,033780,KT&G,14000600000000.0,2025-04-30,11.68,8.31,4.27,28.3,4.8
31,316140,우리금융지주,13151300000000.0,2025-04-30,6.37,12.44,11.38,24.46,8.81
32,030200,KT,13054700000000.0,2025-04-30,3.91,10.21,16.8,49.71,-1.93
33,010140,삼성중공업,12821600000000.0,2025-04-30,5.35,12.86,51.93,54.18,15.99
34,064350,현대로템,12245800000000.0,2025-04-30,10.32,89.53,75.86,200.8,30.48
35,024110,기업은행,12232500000000.0,2025-04-30,5.5,1.79,6.09,9.96,2.61
36,006400,삼성SDI,12102600000000.0,2025-04-30,-9.84,-20.63,-46.97,-58.58,-4.03
37,402340,SK스퀘어,11782900000000.0,2025-04-30,-7.4,-11.01,-0.78,16.21,29.13
38,066570,LG전자,11684500000000.0,2025-04-30,-10.75,-16.1,-21.97,-23.14,-0.42
39,017670,SK텔레콤,11663100000000.0,2025-04-30,-2.51,-0.91,-4.57,5.85,-5.16
40,352820,하이브,11121100000000.0,2025-04-30,11.02,20.54,38.85,32.18,-0.37
41,267260,HD현대일렉트릭,11084500000000.0,2025-04-30,0.82,-30.9,-10.35,24.49,23.25
42,323410,카카오뱅크,10636600000000.0,2025-04-30,-1.98,7.99,0.9,-11.16,5.38
43,003550,LG,10476200000000.0,2025-04-30,1.37,-9.51,-14.62,-16.12,6.61
44,018260,삼성에스디에스,9935310000000.0,2025-04-30,8.26,12.93,-15.53,-19.8,1.4
45,003670,포스코퓨처엠,9675160000000.0,2025-04-30,-2.8,-11.92,-45.34,-55.94,-6.65
46,034730,SK,9599360000000.0,2025-04-30,-3.36,-10.84,-11.38,-20.24,23.64
47,000100,유한양행,9127790000000.0,2025-04-30,-0.18,-12.39,-19.86,57.18,-8.35
48,009150,삼성전기,8791450000000.0,2025-04-30,-13.39,-8.12,0.0,-24.5,3.82
49,047050,포스코인터내셔널,8681790000000.0,2025-04-30,-3.61,14.5,-6.89,6.59,-0.61
50,086280,현대글로비스,8550000000000.0,2025-04-30,-0.7,-20.89,-6.17,25.23,-0.53
51,326030,SK바이오팜,8340360000000.0,2025-04-30,5.65,-2.47,-10.95,21.58,-12.68
52,047810,한국항공우주,8070940000000.0,2025-04-30,10.84,55.06,38.0,59.85,0.97
